CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,WEATHER_CONDITION,LIGHTING_CONDITION,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,CRASH_TYPE,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,DOORING_I,MOST_SEVERE_INJURY,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
11/14/2017 03:00:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",3430,W,LAWRENCE AVE,,NONINCAPACITATING INJURY,0,0,1,15,3,11,41.96849714,-87.7146505
08/23/2021 04:30:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,EQUIPMENT - VEHICLE CONDITION,4200,S,WENTWORTH AVE,,NONINCAPACITATING INJURY,0,0,1,16,2,8,41.81805138,-87.63139776
06/24/2019 10:24:00 AM,30,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER LANE USAGE,650,N,WABASH AVE,,NONINCAPACITATING INJURY,0,0,1,10,2,6,41.89405241,-87.6269305
05/20/2019 08:40:00 PM,30,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER LANE USAGE,901,S,LOOMIS ST,,NONINCAPACITATING INJURY,0,0,2,20,2,5,41.87024217,-87.66152164
09/18/2021 06:50:00 PM,30,TRAFFIC SIGNAL,CLEAR,DUSK,NOT REPORTED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,4400,W,LAKE ST,,NONINCAPACITATING INJURY,0,0,1,18,7,9,41.88614041,-87.7357597
04/28/2022 07:25:00 AM,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,3940,N,BROADWAY,,NO INDICATION OF INJURY,0,0,0,7,5,4,41.95382354,-87.65021855
09/25/2021 03:00:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2901,S,ARCHER AVE,,NONINCAPACITATING INJURY,0,0,1,15,7,9,41.84166818,-87.65764152
12/17/2018 10:05:00 AM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1612,N,HALSTED ST,,INCAPACITATING INJURY,0,1,0,10,2,12,41.91135215,-87.64842968
05/23/2022 04:05:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,1435,S,INDIANA AVE,Y,NONINCAPACITATING INJURY,0,0,1,16,2,5,41.86314014,-87.62230512
08/15/2022 07:40:00 PM,20,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,8754,W,CATALPA AVE,,"REPORTED, NOT EVIDENT",0,0,0,19,2,8,41.97924207,-87.84616996
9/2/2023 14:25,15,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,DRY,INJURY AND / OR TOW DUE TO CRASH,,DRIVING ON WRONG SIDE/WRONG WAY,2841,W,GLENLAKE AVE,,INCAPACITATING INJURY,0,1,0,14,7,9,41.99206545,-87.70106607
05/31/2019 01:50:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO REDUCE SPEED TO AVOID CRASH,3752,S,RACINE AVE,,INCAPACITATING INJURY,0,1,0,13,6,5,41.82548143,-87.65572609
08/31/2023 03:11:00 PM,25,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING STOP SIGN,7900,S,NORMAL AVE,N,NONINCAPACITATING INJURY,0,0,1,15,5,8,41.75069404,-87.63687255
6/1/2018 15:12,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2911,S,ARCHER AVE,Y,NONINCAPACITATING INJURY,0,0,1,15,6,6,41.84148404,-87.65802198
07/26/2022 07:30:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO REDUCE SPEED TO AVOID CRASH,8259,S,WESTERN AVE,,NONINCAPACITATING INJURY,0,0,1,7,3,7,41.74289146,-87.68253352
06/16/2021 04:03:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,2900,N,BROADWAY,,NO INDICATION OF INJURY,0,0,0,16,4,6,41.93490353,-87.64437265
05/18/2023 05:38:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,1112,W,ARMITAGE AVE,,NO INDICATION OF INJURY,0,0,0,17,5,5,41.91817961,-87.65585984
04/27/2019 03:21:00 AM,30,TRAFFIC SIGNAL,CLEAR,UNKNOWN,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,,DISREGARDING TRAFFIC SIGNALS,1599,N,KINGSBURY ST,,NO INDICATION OF INJURY,0,0,0,3,7,4,41.91083019,-87.65391111
5/1/2021 19:12,20,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1632,W,ADDISON ST,,"REPORTED, NOT EVIDENT",0,0,0,19,7,5,41.9470842,-87.67013865
7/3/2023 14:00,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,414,E,GRAND AVE,,"REPORTED, NOT EVIDENT",0,0,0,14,2,7,41.89196586,-87.61707975
09/17/2021 03:00:00 PM,15,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,FAILING TO REDUCE SPEED TO AVOID CRASH,5801,S,DORCHESTER AVE,,NO INDICATION OF INJURY,0,0,0,15,6,9,41.78956381,-87.59140613
9/8/2019 18:10,30,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,3815,W,GRENSHAW ST,,NONINCAPACITATING INJURY,0,0,1,18,1,9,41.86702073,-87.72080791
3/4/2022 23:18,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,800,W,MAXWELL ST,,NONINCAPACITATING INJURY,0,0,1,23,6,3,41.86489174,-87.64690357
05/19/2023 06:30:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,FOLLOWING TOO CLOSELY,798,W,BELMONT AVE,,NO INDICATION OF INJURY,0,0,0,18,6,5,41.94009235,-87.64914778
7/6/2021 20:29,25,STOP SIGN/FLASHER,CLEAR,DUSK,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,2631,S,WALLACE ST,,INCAPACITATING INJURY,0,1,0,20,3,7,41.84452849,-87.64141503
09/19/2019 11:25:00 AM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DRIVING ON WRONG SIDE/WRONG WAY,157,W,DIVISION ST,,NONINCAPACITATING INJURY,0,0,1,11,5,9,41.90375694,-87.63361843
2/7/2019 12:20,30,STOP SIGN/FLASHER,RAIN,DAYLIGHT,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,3201,S,PULASKI RD,,NONINCAPACITATING INJURY,0,0,1,12,5,2,41.83497592,-87.72416125
8/5/2018 21:30,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,2300,W,71ST ST,N,NONINCAPACITATING INJURY,0,0,1,21,1,8,41.76484395,-87.68076673
04/20/2019 06:30:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,1,S,SANGAMON ST,,NONINCAPACITATING INJURY,0,0,1,18,7,4,41.88165651,-87.65071763
09/17/2022 12:45:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2300,N,MILWAUKEE AVE,,NONINCAPACITATING INJURY,0,0,1,12,7,9,41.92284258,-87.69748748
01/29/2017 06:30:00 PM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,5200,S,KEDZIE AVE,,NO INDICATION OF INJURY,0,0,0,18,1,1,41.79889965,-87.703858
7/8/2022 19:07,35,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2530,W,IRVING PARK RD,,NONINCAPACITATING INJURY,0,0,1,19,6,7,41.95410917,-87.69212644
10/14/2021 11:10:00 AM,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,WET,INJURY AND / OR TOW DUE TO CRASH,Y,NOT APPLICABLE,3316,W,CONGRESS PKWY,,NONINCAPACITATING INJURY,0,0,1,11,5,10,41.87469733,-87.70909327
6/12/2020 13:00,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3553,N,PAULINA ST,,NONINCAPACITATING INJURY,0,0,1,13,6,6,41.9466982,-87.67114421
9/2/2021 19:20,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,5199,N,NORTHWEST HWY,,NONINCAPACITATING INJURY,0,0,1,19,5,9,41.97524174,-87.76828752
04/24/2023 05:00:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,5300,N,PULASKI RD,,NONINCAPACITATING INJURY,0,0,1,17,2,4,41.97744304,-87.72843273
10/23/2020 09:40:00 PM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,4748,N,KEDZIE AVE,Y,"REPORTED, NOT EVIDENT",0,0,0,21,6,10,41.96807735,-87.70860692
07/19/2022 11:13:00 AM,0,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,3400,W,35TH ST,,NO INDICATION OF INJURY,0,0,0,11,3,7,41.82819521,-87.70966376
11/21/2020 05:48:00 PM,20,STOP SIGN/FLASHER,CLEAR,DARKNESS,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,2199,S,OAKLEY AVE,,NONINCAPACITATING INJURY,0,0,1,17,7,11,41.85211005,-87.68304198
1/5/2019 11:20,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,4720,N,CENTRAL AVE,,NO INDICATION OF INJURY,0,0,0,11,7,1,41.96663834,-87.76758856
9/11/2020 11:30,25,STOP SIGN/FLASHER,RAIN,DAYLIGHT,ONE-WAY,WET,INJURY AND / OR TOW DUE TO CRASH,,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,5100,W,MONTANA ST,,NONINCAPACITATING INJURY,0,0,1,11,6,9,41.92519767,-87.75384331
3/2/2023 6:59,35,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,,DISREGARDING TRAFFIC SIGNALS,1559,W,87TH ST,,NO INDICATION OF INJURY,0,0,0,6,5,3,41.73568096,-87.66300137
07/26/2017 12:20:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,3257,W,ROOSEVELT RD,,"REPORTED, NOT EVIDENT",0,0,0,12,4,7,41.86627116,-87.70794731
11/16/2021 08:25:00 PM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,DRY,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER LANE USAGE,4820,W,IRVING PARK RD,,NONINCAPACITATING INJURY,0,0,1,20,3,11,41.95351378,-87.74812966
05/15/2018 06:05:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3029,N,LARAMIE AVE,,NONINCAPACITATING INJURY,0,0,1,18,3,5,41.93592113,-87.75643943
2/1/2020 23:24,20,NO CONTROLS,CLEAR,DARKNESS,UNKNOWN,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,734,W,BARRY AVE,,NONINCAPACITATING INJURY,0,0,1,23,7,2,41.93795922,-87.64818783
06/26/2022 06:00:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,1333,W,DIVISION ST,,NONINCAPACITATING INJURY,0,0,1,18,1,6,41.90331735,-87.6618512
8/12/2023 17:13,30,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3613,N,LINDER AVE,,NONINCAPACITATING INJURY,0,0,1,17,7,8,41.94634205,-87.76416525
6/6/2023 17:02,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,2143,N,LINCOLN AVE,Y,NONINCAPACITATING INJURY,0,0,1,17,3,6,41.92116236,-87.64256103
12/4/2017 10:10,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,4722,W,PENSACOLA AVE,,NONINCAPACITATING INJURY,0,0,1,10,2,12,41.95992842,-87.74679934
12/16/2018 06:00:00 PM,30,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,Y,FAILING TO YIELD RIGHT-OF-WAY,402,E,MONROE DR,,NO INDICATION OF INJURY,0,0,0,18,1,12,41.88105238,-87.61720022
8/10/2019 18:55,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,1474,N,MILWAUKEE AVE,,NO INDICATION OF INJURY,0,0,0,18,7,8,41.90861123,-87.67493205
04/20/2019 11:01:00 AM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,5201,S,CENTRAL AVE,N,NO INDICATION OF INJURY,0,0,0,11,7,4,41.79815171,-87.76232053
7/3/2017 15:00,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,1590,W,THORNDALE AVE,,NONINCAPACITATING INJURY,0,0,1,15,2,7,41.99002388,-87.66987412
09/13/2020 02:50:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,7068,N,CLARK ST,Y,NONINCAPACITATING INJURY,0,0,1,14,1,9,42.01099325,-87.67451636
10/1/2023 15:01,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,1800,W,FOSTER AVE,,NONINCAPACITATING INJURY,0,0,1,15,1,10,41.97620513,-87.67477655
09/18/2022 07:45:00 PM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,615,N,WABASH AVE,Y,NONINCAPACITATING INJURY,0,0,1,19,1,9,41.89304153,-87.62660417
08/21/2020 10:45:00 AM,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2319,W,PETERSON AVE,,NONINCAPACITATING INJURY,0,0,1,10,6,8,41.99041659,-87.68797492
08/17/2020 02:15:00 PM,30,UNKNOWN,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1199,N,WELLS ST,,NO INDICATION OF INJURY,0,0,0,14,2,8,41.90380724,-87.6343296
08/28/2016 04:30:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2949,N,SHEFFIELD AVE,Y,NONINCAPACITATING INJURY,0,0,1,16,1,8,41.93591286,-87.65382388
08/31/2023 04:00:00 PM,30,UNKNOWN,UNKNOWN,UNKNOWN,ALLEY,UNKNOWN,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,211,E,ONTARIO ST,,NO INDICATION OF INJURY,0,0,0,16,5,8,41.89325719,-87.62234986
08/18/2020 07:05:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING STOP SIGN,6800,S,HALSTED ST,,NONINCAPACITATING INJURY,0,0,1,19,3,8,41.77056204,-87.64469722
07/13/2018 01:05:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3013,S,BROAD ST,,NONINCAPACITATING INJURY,0,0,1,13,6,7,41.83932081,-87.66171525
11/23/2019 10:00:00 AM,30,TRAFFIC SIGNAL,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,800,N,MILWAUKEE AVE,,NONINCAPACITATING INJURY,0,0,1,10,7,11,41.8962188,-87.6556039
9/11/2018 18:00,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,3900,N,BROADWAY,,"REPORTED, NOT EVIDENT",0,0,0,18,3,9,41.9527671,-87.64980144
05/31/2018 04:20:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,2253,N,MILWAUKEE AVE,,NO INDICATION OF INJURY,0,0,0,16,5,5,41.9219004,-87.69548757
09/27/2022 04:30:00 PM,25,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,,FAILING TO REDUCE SPEED TO AVOID CRASH,1615,N,LATROBE AVE,,NO INDICATION OF INJURY,0,0,0,16,3,9,41.90998092,-87.75675248
06/26/2018 02:42:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1130,W,DIVERSEY PKWY,Y,NONINCAPACITATING INJURY,0,0,1,14,3,6,41.93269367,-87.65713668
6/7/2019 17:45,30,NO CONTROLS,CLEAR,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FOLLOWING TOO CLOSELY,3501,W,ARMITAGE AVE,,INCAPACITATING INJURY,0,1,0,17,6,6,41.9172112,-87.71359763
11/1/2018 17:55,30,TRAFFIC SIGNAL,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,,IMPROPER OVERTAKING/PASSING,1177,N,MILWAUKEE AVE,Y,NO INDICATION OF INJURY,0,0,0,17,5,11,41.90331151,-87.66618556
11/25/2021 12:33:00 AM,30,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,,NOT APPLICABLE,99,E,WACKER DR,,NO INDICATION OF INJURY,0,0,0,0,5,11,41.88809155,-87.6246827
9/2/2018 17:05,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,3400,W,DOUGLAS BLVD,,NONINCAPACITATING INJURY,0,0,1,17,1,9,41.86301568,-87.71056628
11/19/2021 08:50:00 PM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,800,W,79TH ST,,NONINCAPACITATING INJURY,0,0,1,20,6,11,41.75075116,-87.64410779
10/1/2018 17:20,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO REDUCE SPEED TO AVOID CRASH,7058,S,SOUTH SHORE DR,,NONINCAPACITATING INJURY,0,0,1,17,2,10,41.76636542,-87.56662788
10/18/2021 07:15:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,T-INTERSECTION,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,2816,S,ASHLAND AVE,,NONINCAPACITATING INJURY,0,0,1,7,2,10,41.8405272,-87.66596816
10/20/2023 03:21:00 PM,25,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING STOP SIGN,1800,W,BRYN MAWR AVE,,NONINCAPACITATING INJURY,0,0,1,15,6,10,41.98343436,-87.67475519
09/19/2023 07:06:00 PM,30,TRAFFIC SIGNAL,RAIN,DARKNESS,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,3400,N,KIMBALL AVE,,NONINCAPACITATING INJURY,0,0,1,19,3,9,41.94246499,-87.71274985
08/19/2019 01:20:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",6099,N,CALDWELL AVE,,INCAPACITATING INJURY,0,1,0,13,2,8,41.99200455,-87.75508595
11/19/2019 06:05:00 PM,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO INJURY / DRIVE AWAY,Y,FAILING TO YIELD RIGHT-OF-WAY,300,S,HALSTED ST,,NO INDICATION OF INJURY,0,0,0,18,3,11,41.87791475,-87.64738828
08/31/2016 05:45:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,751,W,VAN BUREN ST,,NO INDICATION OF INJURY,0,0,0,17,4,8,41.8765779,-87.64604869
7/6/2023 13:15,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,11100,S,HALSTED ST,,NONINCAPACITATING INJURY,0,0,1,13,5,7,41.69226312,-87.64252269
05/28/2022 04:40:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,TRAFFIC ROUTE,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,599,W,KINZIE ST,Y,NONINCAPACITATING INJURY,0,0,1,16,7,5,41.88893983,-87.64279889
10/4/2022 11:40,35,YIELD,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,4401,W,DEVON AVE,,NONINCAPACITATING INJURY,0,0,1,11,3,10,41.99713975,-87.73865304
09/26/2023 12:37:00 PM,25,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,Y,FAILING TO REDUCE SPEED TO AVOID CRASH,5126,W,QUINCY ST,,NO INDICATION OF INJURY,0,0,0,12,3,9,41.87767924,-87.75463507
08/14/2020 11:04:00 PM,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",CENTER TURN LANE,DRY,NO INJURY / DRIVE AWAY,Y,FAILING TO YIELD RIGHT-OF-WAY,2400,N,HALSTED ST,,NO INDICATION OF INJURY,0,0,0,23,6,8,41.92554032,-87.64891216
09/20/2023 05:30:00 PM,30,UNKNOWN,UNKNOWN,UNKNOWN,NOT DIVIDED,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,1500,W,WILSON AVE,,NONINCAPACITATING INJURY,0,0,1,17,4,9,41.96536418,-87.66787952
07/15/2020 05:15:00 PM,30,STOP SIGN/FLASHER,RAIN,DAYLIGHT,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,2300,W,LUNT AVE,,"REPORTED, NOT EVIDENT",0,0,0,17,4,7,42.00879741,-87.68820699
